id	P1	P1r	P1n	P1nh	P2	P6	P33	P36	P45	P46	P52	P53	P54	P55
SRM	36	151	66	62	16	19	13	0	8	3	9	4	14	7
EXOSC10	85	365	222	169	47	42	6	1	26	10	13	11	16	16
EXOSC10	85	365	222	169	47	42	6	1	26	10	13	11	16	16
LOC105376736	80	181	151	145	38	0	0	0	0	0	0	0	0	0
LOC105376736	80	181	151	145	38	0	0	0	0	0	0	0	0	0
LOC105376736	49	94	91	79	22	0	0	0	0	0	0	0	0	0
MTOR	219	797	538	362	115	90	9	5	42	20	68	39	69	70
MTOR-AS1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ANGPTL7	0	0	0	1	1	0	0	0	1	0	0	0	0	0
UBIAD1	145	472	216	227	68	20	12	2	13	5	14	4	10	8
DISP3	6	23	11	4	4	6	0	0	0	0	0	2	1	0
LOC101929181	0	1	0	4	0	0	0	0	3	2	0	0	0	0
FBXO2	8	84	19	24	1	4	8	2	6	8	0	0	1	1
FBXO44	30	106	63	56	21	6	3	1	4	2	10	1	0	0
FBXO44	30	106	63	56	21	6	3	1	4	2	10	1	0	0
FBXO44	29	101	59	55	21	6	3	1	4	2	4	0	0	0
FBXO44	29	101	59	55	21	6	3	1	4	2	4	0	0	0
FBXO44	29	101	59	55	21	6	3	1	4	2	4	0	0	0
FBXO44	29	101	59	55	21	6	3	1	4	2	4	0	0	0
FBXO44	29	101	59	55	21	6	3	1	4	2	4	0	0	0
FBXO6	42	116	92	58	31	14	21	2	24	10	27	11	14	31
MAD2L2	26	143	70	70	19	15	15	2	5	9	6	3	11	8
MAD2L2	36	213	74	76	20	18	20	2	5	11	6	5	11	8
DRAXIN	49	118	49	60	24	2	8	2	2	5	0	0	0	1
AGTRAP	172	436	314	305	125	41	18	3	13	10	9	4	10	9
AGTRAP	172	436	314	305	125	41	18	3	13	10	9	4	10	9
AGTRAP	172	436	314	305	125	41	18	3	13	10	9	4	10	9
AGTRAP	172	436	314	305	125	41	18	3	13	10	9	4	10	9
AGTRAP	172	436	314	305	125	41	18	3	13	10	9	4	10	9
C1orf167	1	16	1	3	0	0	2	2	12	1	3	2	1	2
LOC102724659	1	0	1	1	1	1	2	0	4	2	1	1	6	2
MTHFR	169	440	313	219	64	106	136	10	83	60	44	23	41	55
CLCN6	69	267	155	128	25	53	18	3	19	12	22	26	22	24
CLCN6	69	267	155	128	25	53	18	3	19	12	22	26	22	24
CLCN6	69	267	155	128	25	53	18	3	19	12	22	26	22	24
NPPA-AS1	9	49	34	23	4	2	3	0	0	1	2	4	1	5
NPPA	0	3	5	3	0	0	0	0	0	0	0	0	2	0
NPPB	0	1	2	1	0	0	0	0	1	0	0	0	0	0
RNU5E-1	161	554	203	175	67	7	21	3	23	11	14	29	10	16
KIAA2013	131	342	224	155	48	35	2	0	3	1	5	2	15	2
PLOD1	91	348	186	126	70	30	13	3	21	7	23	12	9	16
PLOD1	91	348	186	126	70	30	13	3	21	7	23	12	9	16
MFN2	136	481	360	261	100	99	141	19	111	83	125	62	67	99
MFN2	136	481	360	261	100	99	141	19	111	83	125	62	67	99
MIIP	65	191	86	81	28	19	5	4	16	4	5	8	1	9
MIR6729	1	7	0	3	0	0	1	0	0	1	1	0	1	0
TNFRSF8	120	252	168	140	71	16	12	2	8	4	15	1	4	5
TNFRSF8	120	252	168	140	71	16	12	2	8	4	15	1	4	5
MIR7846	244	501	298	243	81	25	76	5	42	25	38	19	4	23
TNFRSF1B	1390	3025	3114	2316	832	543	497	40	201	177	389	224	198	556
MIR4632	3	13	24	12	4	3	4	0	1	0	10	4	15	16
VPS13D	466	1277	1083	733	250	275	145	23	209	61	193	140	220	250
VPS13D	466	1277	1083	733	250	275	145	23	209	61	193	140	220	250
SNORA59A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA59B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS3	26	99	68	40	20	36	14	3	29	8	20	12	15	15
DHRS3	42	191	123	75	28	61	58	5	43	20	37	17	18	20
DHRS3	57	250	153	90	38	63	71	5	44	23	37	18	18	20
MIR6730	1	2	2	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AADACL3	0	0	1	0	0	1	0	1	1	4	0	0	0	0
AADACL3	0	0	1	0	0	1	0	1	1	4	0	0	0	0
C1orf158	0	1	1	0	0	1	0	1	1	4	1	0	0	0
PRAMEF12	0	0	1	0	0	1	0	1	1	4	0	0	0	0
PRAMEF1	0	0	1	0	0	1	0	1	1	4	0	0	0	0
PRAMEF1	0	0	1	0	0	1	0	1	1	4	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF2	0	0	1	0	0	1	0	1	1	4	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF10	1	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF7	0	0	0	0	0	1	0	1	1	4	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF22	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33P	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PRAMEF15	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	1	0	0	0	0	0	0	1	0	1	0	0
PRAMEF19	0	0	1	0	0	0	0	0	0	1	0	0	0	0
PRAMEF17	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PRAMEF20	0	3	0	1	1	0	0	0	0	0	0	1	1	1
LRRC38	4	3	3	3	1	1	0	0	0	1	0	0	0	0
PDPN	4	131	4	2	1	1	9	1	0	0	0	1	1	2
PDPN	4	131	4	2	1	1	9	1	0	0	0	1	1	2
PDPN	4	95	4	2	1	1	9	1	0	0	0	1	1	2
PDPN	4	95	4	2	1	1	9	1	0	0	0	1	1	2
PRDM2	795	1848	1680	1212	375	584	714	81	631	282	379	225	333	491
PRDM2	520	1166	959	754	236	339	628	67	515	226	265	171	255	407
PRDM2	733	1644	1527	1087	349	548	658	77	595	256	355	219	331	487
PRDM2	423	933	797	598	174	294	555	58	469	189	237	160	231	383
KAZN	55	522	152	121	32	9	10	0	5	10	30	30	16	31
KAZN	63	560	178	130	35	9	11	0	5	10	37	37	26	41
KAZN	52	358	149	116	27	8	3	0	2	6	22	20	9	23
KAZN	45	302	134	97	25	8	3	0	2	6	22	20	9	23
KAZN	42	265	117	92	23	6	3	0	2	4	21	20	8	22
TMEM51-AS1	2	27	3	2	0	3	1	0	0	0	2	1	4	0
TMEM51	7	93	11	14	3	7	2	1	5	2	3	4	7	2
TMEM51	7	93	11	14	3	7	2	1	5	2	3	4	7	2
TMEM51	7	65	11	14	3	5	1	1	2	1	3	4	7	2
TMEM51	7	65	11	14	3	5	1	1	2	1	3	4	7	2
TMEM51	7	65	11	14	3	5	1	1	2	1	3	4	7	2
TMEM51	7	65	11	14	3	5	1	1	2	1	3	4	7	2
C1orf195	0	0	1	0	0	0	0	0	0	0	1	1	0	0
C1orf195	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FHAD1	22	55	37	35	11	5	5	0	12	2	8	2	6	4
EFHD2	649	1519	1644	1208	357	232	574	62	306	255	280	241	522	536
CTRC	9	7	9	7	0	5	5	1	12	14	24	16	95	26
CELA2A	3	15	0	3	0	0	0	0	0	0	0	2	1	6
CELA2B	0	1	0	1	0	0	1	0	0	0	0	0	1	2
CASP9	133	320	238	160	71	123	324	23	122	108	63	48	77	101
CASP9	133	320	238	160	71	123	324	23	122	108	63	48	77	101
CASP9	133	320	238	160	71	123	324	23	122	108	63	48	77	101
CASP9	133	320	238	160	71	123	324	23	122	108	63	48	77	101
CASP9	135	330	243	160	72	126	336	23	134	110	63	48	77	101
DNAJC16	139	367	230	170	44	58	128	7	67	33	19	10	7	24
DNAJC16	139	367	230	170	44	58	128	7	67	33	19	10	7	24
DNAJC16	139	367	230	170	44	58	128	7	67	33	19	10	7	24
AGMAT	29	95	50	53	24	2	2	0	0	0	4	0	0	0
DDI2	117	425	275	178	50	64	101	9	63	35	37	19	29	46
RSC1A1	8	23	12	7	3	7	4	0	7	4	0	1	6	1
PLEKHM2	139	406	347	270	78	198	313	26	147	127	138	83	114	196
SLC25A34	12	44	31	28	12	17	20	0	3	9	29	11	25	23
TMEM82	3	2	3	2	2	2	0	0	7	0	6	5	9	7
FBLIM1	2	96	5	2	4	1	0	0	0	0	1	1	2	1
FBLIM1	2	33	5	2	2	0	0	0	0	0	1	0	1	0
FBLIM1	2	69	5	2	3	0	0	0	0	0	1	0	2	0
UQCRHL	1	1	8	5	0	0	0	0	1	0	0	0	0	1
FLJ37453	544	1343	796	692	241	96	235	25	85	56	59	23	33	39
SPEN	461	1299	1092	801	297	317	363	33	203	118	175	101	152	205
MIR5096	108	364	281	196	82	51	26	2	22	9	22	14	21	26
ZBTB17	126	373	224	174	44	73	225	18	82	51	62	35	61	73
ZBTB17	126	373	224	174	44	73	225	18	82	51	62	35	61	73
ZBTB17	126	373	224	174	44	73	225	18	82	51	62	35	61	73
ZBTB17	126	373	224	174	44	73	225	18	82	51	62	35	61	73
ZBTB17	126	373	224	174	44	73	225	18	82	51	62	35	61	73
ZBTB17	126	373	224	174	44	73	225	18	82	51	62	35	61	73
C1orf64	1	2	1	1	0	0	0	0	0	0	0	0	0	0
HSPB7	0	1	2	0	0	0	1	0	0	0	0	0	0	1
CLCNKA	1	16	1	1	0	0	0	0	0	0	0	4	0	0
CLCNKA	1	16	1	1	0	0	0	0	0	0	0	4	0	0
CLCNKA	1	16	1	1	0	0	0	0	0	0	0	4	0	0
CLCNKB	1	19	0	1	0	0	0	0	0	0	0	0	1	0
CLCNKB	1	19	0	1	0	0	0	0	0	0	0	0	0	0
FAM131C	0	32	2	0	0	0	1	0	0	0	0	1	0	0
EPHA2	0	98	3	1	0	2	9	1	3	4	0	3	1	4
ARHGEF19	18	73	34	30	10	11	28	0	6	5	8	9	12	2
RSG1	71	158	132	75	29	16	16	2	21	16	17	6	5	23
FBXO42	293	843	612	452	138	144	148	18	94	54	90	53	98	86
SZRD1	166	451	332	216	65	132	286	34	270	131	204	103	211	230
SZRD1	166	451	332	216	65	132	286	34	270	131	204	103	211	230
SZRD1	166	451	332	216	65	132	286	34	270	131	204	103	211	230
SZRD1	166	451	332	216	65	132	286	34	270	131	204	103	211	230
SZRD1	166	451	332	216	65	132	286	34	270	131	204	103	211	230
SZRD1	166	451	332	216	65	132	286	34	270	131	204	103	211	230
SPATA21	8	11	9	7	2	3	9	0	4	4	4	3	4	1
NECAP2	190	583	438	317	129	67	99	9	45	41	49	30	9	56
NECAP2	190	583	438	317	129	67	99	9	45	41	49	30	9	56
NECAP2	190	583	438	317	129	67	99	9	45	41	49	30	9	56
CROCCP3	23	87	41	36	11	28	19	2	5	2	7	3	8	11
RNU1-1	24	85	22	30	7	7	35	3	18	9	7	1	0	0
RNU1-2	24	85	22	30	7	7	35	3	18	9	7	1	0	0
RNU1-3	24	85	22	30	7	7	35	3	18	9	7	1	0	0
RNU1-4	24	85	22	30	7	7	35	3	18	9	7	1	0	0
RNVU1-18	24	85	22	30	7	7	35	3	18	9	7	1	0	0
LOC100132147	12	29	13	8	10	10	24	0	14	7	0	4	0	7
FAM231B	0	2	0	0	1	0	0	0	0	0	0	0	0	0
MIR3675	0	2	0	0	1	0	0	0	0	0	0	0	0	0
NBPF1	135	498	232	151	42	34	27	0	18	9	8	8	9	4
CROCCP2	35	140	96	52	16	48	30	1	18	18	13	7	8	4
MST1P2	6	5	9	1	1	0	2	0	0	1	1	1	0	1
RNU1-1	1	1	1	0	1	2	4	0	8	1	0	1	0	0
RNU1-2	1	1	1	0	1	2	4	0	8	1	0	1	0	0
RNU1-3	1	1	1	0	1	2	4	0	8	1	0	1	0	0
RNU1-4	1	1	1	0	1	2	4	0	8	1	0	1	0	0
RNVU1-18	1	1	1	0	1	2	4	0	8	1	0	1	0	0
FAM231A	0	0	1	0	1	0	0	0	0	0	0	0	0	0
FAM231C	0	0	1	0	1	0	0	0	0	0	0	0	0	0
MIR3675	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ESPNP	2	10	4	0	1	4	1	0	0	0	0	1	1	1
FAM231C	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FAM231A	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RNU1-1	2	1	3	4	6	2	13	0	5	0	1	3	2	3
RNU1-2	2	1	3	4	6	2	13	0	5	0	1	3	2	3
RNU1-3	2	1	3	4	6	2	13	0	5	0	1	3	2	3
RNU1-4	2	1	3	4	6	2	13	0	5	0	1	3	2	3
RNVU1-18	2	1	3	4	6	2	13	0	5	0	1	3	2	3
MST1L	1	0	0	0	0	0	0	0	0	0	0	1	1	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	1	1	0
LOC105376805	31	65	64	38	14	0	0	0	0	0	0	1	1	0
LOC105376805	31	65	64	38	14	0	0	0	0	0	0	1	1	0
LOC105376805	74	171	141	107	38	1	4	0	0	0	0	2	6	7
LOC105376805	74	171	141	107	38	1	4	0	0	0	0	2	6	7
RNU1-1	56	116	56	32	17	3	21	0	16	4	5	3	6	1
RNU1-2	56	116	56	32	17	3	21	0	16	4	5	3	6	1
RNU1-3	56	116	56	32	17	3	21	0	16	4	5	3	6	1
RNU1-4	56	116	56	32	17	3	21	0	16	4	5	3	6	1
RNVU1-18	56	116	56	32	17	3	21	0	16	4	5	3	6	1
CROCC	33	139	109	53	20	41	26	4	39	12	31	13	16	12
MFAP2	0	4	0	0	0	0	2	0	0	0	4	0	1	0
MFAP2	0	4	0	0	0	0	2	0	0	0	4	0	1	0
MFAP2	0	4	0	0	0	0	2	0	0	0	6	1	4	1
MFAP2	0	4	0	0	0	0	2	0	0	0	6	1	4	1
ATP13A2	55	223	111	136	39	61	29	2	43	14	22	9	10	17
ATP13A2	55	223	111	136	39	61	29	2	43	14	22	9	10	17
ATP13A2	55	223	111	136	39	61	29	2	43	14	22	9	10	17
SDHB	159	481	336	236	73	86	208	25	157	59	77	29	48	69
PADI2	318	752	709	506	141	149	21	5	40	42	91	36	86	50
PADI1	2	7	2	3	0	0	2	0	2	0	0	2	0	1
PADI3	13	11	10	8	5	0	3	0	2	0	1	0	1	0
MIR3972	2	1	2	0	0	0	2	0	0	0	0	0	0	0
PADI4	127	248	304	229	85	84	173	12	137	86	79	54	59	95
PADI6	2	10	6	6	0	0	2	0	3	1	0	0	2	1
RCC2	46	457	147	94	27	88	172	24	132	37	63	38	69	49
RCC2	86	593	194	135	42	93	211	28	157	51	64	40	69	61
ARHGEF10L	67	232	174	149	49	93	25	4	41	11	61	40	70	61
ARHGEF10L	67	232	174	149	49	93	25	4	41	11	61	40	70	61
ARHGEF10L	67	232	174	149	49	93	25	4	41	11	61	40	70	61
ARHGEF10L	66	206	174	144	49	93	25	4	41	11	57	37	70	60
ARHGEF10L	66	206	174	144	49	93	25	4	41	11	57	37	70	60
ARHGEF10L	65	183	172	142	49	92	22	4	40	11	57	37	69	59
ARHGEF10L	65	183	172	142	49	92	22	4	40	11	57	37	69	59
ACTL8	1	29	3	0	0	2	3	0	0	0	1	3	4	1
LOC101927876	3	2	0	1	0	0	0	0	0	0	0	0	0	0
IGSF21	4	10	6	3	7	0	1	0	2	0	3	3	1	7
KLHDC7A	5	10	5	2	0	0	0	0	0	0	0	0	0	0
PAX7	0	5	1	1	12	0	2	0	0	1	1	3	4	1
PAX7	0	5	1	1	12	0	2	0	0	1	1	3	4	1
PAX7	0	5	1	1	12	0	2	0	0	1	2	3	4	1
TAS1R2	0	3	0	1	0	0	0	0	4	0	1	0	0	0
ALDH4A1	1	23	2	5	2	10	16	5	22	27	3	4	11	3
ALDH4A1	19	121	32	24	9	35	56	7	34	40	31	12	28	36
ALDH4A1	19	121	32	24	9	35	56	7	34	40	31	12	28	36
ALDH4A1	19	121	32	24	9	35	56	7	34	40	31	12	28	36
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	4	0	0	0	0	0	0	0
IFFO2	115	274	210	118	48	208	597	47	295	180	90	41	66	57
UBR4	395	1346	949	697	225	445	815	69	518	261	326	205	317	348
LOC101927895	160	490	283	182	116	82	236	18	148	118	86	63	71	124
LOC101927895	168	527	332	203	121	92	244	19	164	122	88	65	82	127
EMC1	63	233	116	78	15	28	3	0	12	5	9	4	6	6
EMC1	63	233	116	78	15	28	3	0	12	5	9	4	6	6
EMC1	63	233	116	78	15	28	3	0	12	5	9	4	6	6
EMC1	63	233	116	78	15	28	3	0	12	5	9	4	6	6
MRTO4	31	199	56	54	18	4	2	0	8	0	11	3	0	3
AKR7L	2	9	0	2	0	1	5	0	2	1	1	0	0	0
AKR7L	2	9	0	2	0	1	5	0	2	1	1	0	0	0
AKR7A3	2	11	2	1	0	5	0	0	0	0	4	1	8	1
LOC100506730	1	7	4	1	4	1	0	0	1	0	0	0	0	0
AKR7A2	34	176	75	66	18	15	28	4	15	8	8	11	10	7
AKR7A2	34	176	75	66	18	15	28	4	15	8	8	11	10	7
PQLC2	69	221	146	124	56	30	11	2	28	12	14	13	19	24
PQLC2	69	221	146	124	56	30	11	2	28	12	14	13	19	24
PQLC2	69	221	146	124	56	30	11	2	28	12	14	13	19	24
PQLC2	69	221	146	124	56	30	11	2	28	12	14	13	19	24
PQLC2	74	250	165	134	58	37	12	2	28	13	17	14	20	25
CAPZB	603	1703	1723	1142	359	619	312	49	317	238	368	242	463	534
CAPZB	678	1875	1810	1217	400	633	376	50	336	248	383	248	465	549
CAPZB	678	1875	1810	1217	400	633	376	50	336	248	383	248	465	549
CAPZB	678	1875	1810	1217	400	633	376	50	336	248	383	248	465	549
CAPZB	511	1394	1312	890	305	430	273	25	217	172	256	167	355	361
LOC105378614	29	106	36	36	24	14	39	2	22	6	5	1	0	1
MINOS1	124	423	306	220	77	82	166	15	93	59	40	24	44	34
MINOS1	124	423	306	220	77	82	166	15	93	59	40	24	44	34
MINOS1	124	423	306	220	77	82	166	15	93	59	40	24	44	34
MINOS1	124	423	306	220	77	82	166	15	93	59	40	24	44	34
MINOS1	124	423	306	220	77	82	166	15	93	59	40	24	44	34
MINOS1-NBL1	137	550	368	250	85	106	223	20	110	75	46	29	52	34
MINOS1-NBL1	137	550	368	250	85	106	223	20	110	75	46	29	52	34
RPS14P3	1	3	3	6	2	1	6	0	1	0	2	1	2	4
NBL1	5	82	14	6	1	15	57	5	16	14	3	3	3	0
NBL1	5	82	14	6	1	15	57	5	16	14	3	3	3	0
NBL1	5	82	14	6	1	15	57	5	16	14	3	3	3	0
NBL1	5	82	14	6	1	15	57	5	16	14	3	3	3	0
NBL1	5	81	14	6	1	15	57	5	16	14	3	3	3	0
NBL1	0	31	1	2	1	4	38	4	10	11	3	3	3	0
NBL1	0	31	1	2	1	3	33	3	10	11	3	3	3	0
NBL1	0	26	1	2	1	2	25	3	7	8	3	3	3	0
HTR6	0	55	0	0	1	2	7	1	2	2	3	0	1	1
TMCO4	67	193	172	102	30	68	17	8	63	28	29	22	27	43
RNF186	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTUD3	64	299	142	104	38	39	29	7	19	22	32	16	18	14
PLA2G2E	0	0	0	1	0	0	0	0	1	0	0	0	1	0
PLA2G2A	0	0	1	1	0	0	1	0	1	2	0	0	1	0
PLA2G2A	0	0	1	1	0	0	1	0	1	2	0	0	1	0
PLA2G2A	0	0	1	1	0	0	1	0	1	2	0	0	1	0
PLA2G2A	0	0	1	1	0	0	1	0	1	2	0	0	1	0
PLA2G5	0	1	1	0	0	0	0	0	0	0	1	0	0	0
PLA2G2D	1	2	2	1	0	0	1	0	0	0	0	0	0	0
PLA2G2D	1	2	2	1	0	0	1	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2C	2	3	5	2	0	1	4	0	0	1	0	0	0	0
UBXN10-AS1	3	7	2	3	0	0	1	0	0	0	0	0	0	0
UBXN10	4	12	14	8	4	4	4	0	10	7	0	0	0	0
VWA5B1	10	17	9	8	2	1	2	1	2	5	0	2	0	1
LINC01141	1	8	6	2	0	0	1	0	1	0	0	1	2	0
CAMK2N1	3	32	11	7	3	2	4	0	6	1	0	0	0	0
MUL1	85	185	137	122	30	5	7	1	11	10	5	7	7	29
FAM43B	2	13	2	2	0	0	0	0	0	0	0	0	1	0
CDA	208	537	483	417	132	92	120	11	70	37	59	43	94	95
PINK1	188	531	551	399	159	103	27	2	34	22	35	14	14	42
MIR6084	9	21	35	23	14	25	8	1	2	3	1	0	1	5
PINK1-AS	20	77	55	40	16	27	12	2	15	5	9	6	8	8
DDOST	86	282	156	113	43	14	28	1	18	11	8	10	7	15
KIF17	3	50	2	2	0	0	4	1	5	0	2	2	0	3
KIF17	3	50	2	2	0	0	4	1	5	0	2	2	0	3
KIF17	3	50	2	2	0	0	4	1	5	0	2	2	0	3
SH2D5	2	53	3	11	0	42	57	5	37	16	24	12	45	21
SH2D5	2	53	3	11	0	42	57	5	37	16	24	12	45	21
HP1BP3	153	618	395	247	74	117	113	13	118	38	99	49	114	99
EIF4G3	238	1269	683	492	166	170	83	11	112	62	146	101	153	156
EIF4G3	339	1814	961	665	226	201	122	14	134	73	200	128	211	231
EIF4G3	339	1814	961	665	226	201	122	14	134	73	200	128	211	231
EIF4G3	189	964	512	361	122	107	45	7	66	30	71	57	100	108
MIR1256	0	3	0	0	2	0	0	0	0	0	1	0	3	0
ECE1	361	1016	1001	725	293	200	91	11	113	62	215	152	250	360
ECE1	463	1245	1193	852	342	242	138	13	121	73	244	168	288	398
ECE1	481	1287	1224	881	355	247	151	13	123	78	244	168	288	401
ECE1	827	2132	1876	1335	538	371	468	38	287	189	370	268	463	663
LOC100506801	60	128	80	57	23	37	144	13	80	35	18	11	7	23
NBPF3	45	143	65	49	27	14	8	3	23	5	13	4	5	2
NBPF3	45	143	65	49	27	14	8	3	23	5	13	4	5	2
NBPF3	45	143	65	49	27	14	8	3	23	5	13	4	5	2
NBPF3	45	143	65	49	27	14	8	3	23	5	13	4	5	2
ALPL	377	1017	959	702	282	91	43	12	52	73	181	157	186	543
ALPL	377	1017	959	702	282	91	43	12	52	73	181	157	186	543
ALPL	377	1017	959	702	282	91	43	12	52	73	181	157	186	543
RAP1GAP	0	30	9	6	5	3	18	3	6	8	8	3	2	1
RAP1GAP	6	91	24	17	7	17	48	11	24	25	32	13	27	16
RAP1GAP	6	91	24	17	7	17	48	11	24	25	32	13	27	16
USP48	319	1022	797	574	163	194	340	30	212	117	150	100	113	171
USP48	215	656	495	351	94	133	332	27	159	102	109	70	73	91
LDLRAD2	2	8	3	4	3	3	1	0	0	0	1	0	0	0
HSPG2	9	289	21	14	3	20	12	1	4	2	3	2	2	0
HSPG2	9	289	21	14	3	20	12	1	4	2	3	2	2	0
CELA3B	2	0	2	5	1	1	2	0	2	0	0	1	2	3
CELA3A	2	0	2	3	1	1	2	0	3	0	0	1	1	3
LOC101928043	27	149	42	38	32	47	143	20	90	54	36	15	20	30
LINC00339	125	376	193	125	51	41	168	13	66	33	35	12	14	12
LINC00339	125	375	193	125	51	35	106	10	60	27	34	8	14	11
LINC00339	125	375	193	125	51	35	106	10	60	27	34	8	14	11
LINC00339	125	375	193	125	51	35	106	10	60	27	34	8	14	11
LINC00339	125	375	193	125	51	35	106	10	60	27	34	8	14	11
LINC00339	125	375	193	125	51	35	106	10	60	27	34	8	14	11
CDC42	657	1604	1390	1100	348	445	626	53	434	252	342	169	267	387
CDC42	667	1641	1433	1132	356	460	646	54	452	258	349	174	282	402
CDC42	667	1641	1433	1132	356	460	646	54	452	258	349	174	282	402
WNT4	0	12	2	1	0	0	1	0	0	0	0	0	1	0
MIR4418	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZBTB40	73	269	172	119	41	46	22	2	43	21	18	10	11	20
ZBTB40	73	269	172	119	41	46	22	2	43	21	18	10	11	20
EPHA8	1	13	2	1	0	1	0	0	0	0	0	0	0	2
EPHA8	1	14	3	1	0	1	1	0	0	0	0	0	0	2
MIR6127	0	0	0	0	0	0	1	0	0	0	0	0	1	0
C1QA	1	0	0	0	0	1	0	0	1	0	0	0	0	0
C1QC	1	0	0	0	0	1	0	0	1	0	0	0	0	0
C1QC	1	0	0	0	0	1	0	0	1	0	0	0	0	0
C1QB	1	0	0	0	2	1	0	0	1	0	0	0	0	0
EPHB2	16	241	34	23	7	20	24	3	9	15	20	13	56	9
EPHB2	16	241	34	23	7	20	24	3	9	15	20	13	56	9
EPHB2	16	241	34	23	7	20	24	3	9	15	20	13	56	9
EPHB2	16	241	34	23	7	20	24	3	9	15	20	13	56	9
MIR4684	1	1	0	0	1	1	0	0	1	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LACTBL1	2	1	0	1	0	0	0	0	0	0	0	0	2	0
C1orf234	2	4	1	3	1	0	0	0	1	0	1	0	1	0
KDM1A	132	575	246	212	78	99	76	13	87	35	29	18	10	46
KDM1A	132	575	246	212	78	99	76	13	87	35	29	18	10	46
MIR3115	0	4	3	2	0	0	0	0	0	0	0	0	0	0
MIR4419A	0	0	0	1	0	0	0	0	0	0	0	0	1	0
LUZP1	57	258	120	75	22	118	202	26	202	88	83	50	107	101
LUZP1	57	258	120	75	22	118	202	26	202	88	83	50	107	101
HTR1D	1	2	0	0	0	0	0	0	0	0	0	1	1	2
LINC01355	3	36	21	16	3	5	0	0	0	0	0	0	0	1
HNRNPR	92	583	241	169	66	57	73	3	75	27	44	28	34	34
HNRNPR	92	583	241	169	66	57	73	3	75	27	44	28	34	34
HNRNPR	92	583	241	169	66	57	73	3	75	27	44	28	34	34
HNRNPR	92	583	241	169	66	57	73	3	75	27	44	28	34	34
HNRNPR	92	583	241	169	66	57	73	3	75	27	44	28	34	34
HNRNPR	92	583	241	169	66	57	73	3	75	27	44	28	34	34
HNRNPR	92	583	241	169	66	57	73	3	75	27	44	28	34	34
ZNF436	61	235	142	85	25	31	58	7	27	5	12	6	19	17
ZNF436	67	299	161	94	26	32	58	7	27	5	12	7	19	19
ZNF436-AS1	107	391	158	154	47	16	10	1	8	0	15	2	1	8
